"file","swedish","english","chinese"
"English\Araki_AfterGhostVisit.eng.mtf","Var försiktig i så fall","Then be careful","在这种情况下要小心"
"English\Araki_AfterGhostVisit.eng.mtf","Ministeriet har extremt hög säkerhet kring de delar av internet som leder in i deras system","The Ministry has extremely tight security around the parts of the internet that connect to their systems","该部对进入其系统的互联网部分拥有极高的安全性"
"English\Araki_AfterGhostVisit.eng.mtf","Vi har i princip inte hittat några kryphål","We've found no loopholes, basically","我们基本上没有发现漏洞"
"English\Araki_AfterGhostVisit.eng.mtf","Vilket är den största anledningen till att vi inte vet mer om deras organisation","Which is the main reason we don't know more about their organization","这是我们对他们的组织了解不多的最大原因"
"English\Araki_AfterGhostVisit.eng.mtf","Jaha, oj","Wow, OK","是啊，哎呀"
"English\Araki_AfterGhostVisit.eng.mtf","Jag förstår","I understand","我明白"
"English\Araki_AfterGhostVisit.eng.mtf","Jag tror jag måste försöka utforska internet","I think I have to go explore the internet","我想我必须尝试探索互联网"
"English\Araki_AfterGhostVisit.eng.mtf","OK","OK","好的"
"English\Araki_AfterGhostVisit.eng.mtf","Du får säga till om du hittar på något av intresse","Let me know if you find anything interesting","如果您有任何感兴趣的事情，请告诉我们"
"English\Araki_AfterGhostVisit.eng.mtf","Ta det lugnt bara","Just take it easy","放轻松"
"English\Araki_AfterGhostVisit.eng.mtf","Corruption är inte att leka med","Corruption is no laughing matter","腐败不容忽视"
"English\Araki_AfterGhostVisit.eng.mtf","Yulian säger att han ibland inte kunnat ta sig ut ur internet","Yulian says that he hasn't been able to leave the internet sometimes","尤连说他有时无法上网"
"English\Araki_AfterGhostVisit.eng.mtf","På grund av corruption?","Because of corruption?","因为腐败？"
"English\Araki_AfterGhostVisit.eng.mtf","Ja...","Yes...","是的..."
"English\Araki_AfterGhostVisit.eng.mtf","Precis","Exactly","只是"
"English\Araki_AfterGhostVisit.eng.mtf","Oj","Wow","哦"
"English\Araki_AfterGhostVisit.eng.mtf","Läbbigt!","Creepy!","迷人的！"
"English\Araki_AfterGhostVisit.eng.mtf","Värre än så","It's worse than that","比那更糟糕"
"English\Araki_AfterGhostVisit.eng.mtf","Kan vi ta det lite senare, är du snäll?","Could we deal with this later, please?","我们可以晚一点吗？"
"English\Araki_AfterGhostVisit.eng.mtf","Har du sett Yulian?","Have you seen Yulian?","你见过尤连吗？"
"English\Araki_AfterGhostVisit.eng.mtf","Japp, han är på sitt kontor","Yeah, he's in his office I think","是的，他在办公室"
"English\Araki_AfterGhostVisit.eng.mtf","Nej...","No...","不..."
"English\Araki_AfterGhostVisit.eng.mtf","Hmm, tror inte det","Hmm, don't think so","嗯，不这么认为"
"English\Araki_AfterGhostVisit.eng.mtf","Ja han var här i närheten nyss","Yeah, he was here just a second ago","是的，他刚才就在这附近"
"English\Araki_AfterGhostVisit.eng.mtf","OK, tack","OK, thanks","好，谢谢"
"English\Araki_AfterGhostVisit.eng.mtf","Ja?","Yes?","是的？"
"English\Araki_AfterGhostVisit.eng.mtf","Kände du Albert som jobbade här förut?","Did you know Albert, the guy who used to work here?","你认识以前在这里工作过的艾伯特吗？"
"English\Araki_AfterGhostVisit.eng.mtf","Inte direkt, jag började här efter att han försvann","Not really, I started here after he went missing","不是立即，他失踪后我就开始了这里"
"English\Araki_AfterGhostVisit.eng.mtf","Vad tror du hände honom?","What do you think happened to him?","你认为他发生了什么？"
"English\Araki_AfterGhostVisit.eng.mtf","Jag är osäker","I'm not sure","我不确定"
"English\Araki_AfterGhostVisit.eng.mtf","Men det var inte bra","But it sure wasn't anything good","但这并不好"
"English\Araki_AfterGhostVisit.eng.mtf","Jaha...","Oh...","是的..."
"English\Araki_AfterGhostVisit.eng.mtf","Han bodde i en lägenhet uppe i Burrows","He lived in an apartment up in Burrows","他住在巴罗斯的一套公寓里"
"English\Araki_AfterGhostVisit.eng.mtf","Du kanske kan snoka runt där och se om du hittar något","Maybe you can look around there and see if you find anything","你也许可以在那里四处看看，看看是否能找到什么"
"English\Araki_AfterGhostVisit.eng.mtf","Om du nu tror att han är viktig på något sätt?","If you think he's important in any way?","现在你认为他在任何方面都很重要吗？"
"English\Araki_AfterGhostVisit.eng.mtf","Ja... jag tror det","Yeah... I think so actually","是的，我想是这样"
"English\Araki_AfterGhostVisit.eng.mtf","OK, bra tips","OK, good tip","好的，好提示"
"English\Araki_AfterGhostVisit.eng.mtf","Tack, det ska jag göra!","Thanks, I'll do that!","谢谢你，我会这么做的！"
"English\Araki_AfterGhostVisit.eng.mtf","Hungrig?","Hungry?","饥饿的？"
"English\Araki_AfterGhostVisit.eng.mtf","Nej det är bra","No, I'm good","不，这很好"
"English\Araki_AfterGhostVisit.eng.mtf","Vi ses!","See you!","再见！"
"English\Araki_AfterGhostVisit.eng.mtf","Mhm","Mhm","唔"
"English\Araki_Arrival.eng.mtf","Vad nu?!","What?!","现在怎么办？！"
"English\Araki_Arrival.eng.mtf","Eh...","Eh...","呃..."
"English\Araki_Arrival.eng.mtf","Hej, jag heter Sebastian!","Hi, my name is Sebastian!","嗨，我的名字是塞巴斯蒂安！"
"English\Araki_Arrival.eng.mtf","Jag är lite vilse","I'm a little lost","我有点失落"
"English\Araki_Arrival.eng.mtf","Jag måste sticka","Gotta go","我要走了"
"English\Araki_Arrival.eng.mtf","Ursäkta","Excuse me","借口"
"English\Araki_CasinoNightIsOver.eng.mtf","Hejsan","Hi there","你好"
"English\Araki_CasinoNightIsOver.eng.mtf","Hur gick det för dig på Casinot?","Any luck at the Casino?","您在赌场过得怎么样？"
"English\Araki_CasinoNightIsOver.eng.mtf","Eh... så där","Eh... so-so","呃...所以有"
"English\Araki_CasinoNightIsOver.eng.mtf","Vet inte riktigt","Dunno really","真的不知道"
"English\Araki_CasinoNightIsOver.eng.mtf","Jag struntade i det","I didn't care to go","我忽略了它"
"English\Araki_CasinoNightIsOver.eng.mtf","Det gick kanon!","Yeah, I had a good run!","一切顺利！"
"English\Araki_CasinoNightIsOver.eng.mtf","Vad bra","Good for you!","多好"
"English\Araki_CasinoNightIsOver.eng.mtf","Hittade du något där?","Did you find anything?","你在那里找到什么了吗？"
"English\Araki_CasinoNightIsOver.eng.mtf","Det är något riktigt skumt med Longson alltså","Longson is up to something, let me tell you","那么 Longson 确实有些可疑"
"English\Araki_CasinoNightIsOver.eng.mtf","Som vi misstänkte","Just like we suspected","正如我们所怀疑的"
"English\Araki_CasinoNightIsOver.eng.mtf","Fast han höll sig rätt lugn igår ändå","But he kept cool yesterday","虽然昨天他还是很冷静"
"English\Araki_CasinoNightIsOver.eng.mtf","Du har inget som behöver göras här nere?","Do you need a hand with something down here?","你这里没有什么需要做的吗？"
"English\Araki_CasinoNightIsOver.eng.mtf","Njae, inte direkt","Nah, not really","嗯，不直接"
"English\Araki_CasinoNightIsOver.eng.mtf","Sitter med mitt sökprogram","I'm working on my search engine","坐在我的搜索程序上"
"English\Araki_CasinoNightIsOver.eng.mtf","Tror att det kan bli riktigt användbart för att utforska internet","Think it'll be useful for exploring the internet","认为它对于探索互联网确实有用"
"English\Araki_CasinoNightIsOver.eng.mtf","Coolt!","Cool!","凉爽的！"
"English\Araki_CasinoNightIsOver.eng.mtf","Internet?","Internet?","互联网？"
"English\Araki_CasinoNightIsOver.eng.mtf","Ja, har du inte varit ute på internet?!","Yes, you've never been on the internet?!","是啊，你没上网吗？！"
"English\Araki_CasinoNightIsOver.eng.mtf","Nej...","No...","不..."
"English\Araki_CasinoNightIsOver.eng.mtf","OK, det måste du test","OK, you have try it","好的，你必须测试一下"
"English\Araki_CasinoNightIsOver.eng.mtf","Slurp() heter funktionen","The function is called Slurp()","Slurp() 是函数的名称"
"English\Araki_CasinoNightIsOver.eng.mtf","Den finns tillgänglig på de flesta datorer","It's available on most computers","它在大多数计算机上都可用"
"English\Araki_CasinoNightIsOver.eng.mtf","Jo, självklart","Well yes, of course","是的当然"
"English\Araki_CasinoNightIsOver.eng.mtf","Tänkte väl det, det är det bästa som finns","Thought so, it's the best thing there is","这样想，这是最好的"
"English\Araki_CasinoNightIsOver.eng.mtf","Jag jobbar mycket med våra utposter på nätet","I do a lot of work on our internet outposts","我经常与我们的在线前哨站合作"
"English\Araki_CasinoNightIsOver.eng.mtf","Du får kolla in det om du är där och utforskar","Check them out if you're ever exploring the internet","如果你在那里探索，你可以检查一下"
"English\Araki_CasinoNightIsOver.eng.mtf","Ska gå och jobba lite, ha det gött","Gotta go get some work done, take care","要去干点活，玩得开心"
"English\Araki_GamblingTonight.eng.mtf","Mmm..?","Hmm...?","嗯..？"
"English\Araki_GamblingTonight.eng.mtf","Pixie sa att du skulle med till Casinot?","Pixie said you were coming along to the Casino?","小精灵说你要去赌场？"
"English\Araki_GamblingTonight.eng.mtf","Ja precis","Yes, that's right","对，就是这样"
"English\Araki_GamblingTonight.eng.mtf","Har du några tips inför kvällens uppdrag?","Do you have any advice for tonight's assignment?","你对今晚的作业有什么建议吗？"
"English\Araki_GamblingTonight.eng.mtf","Hmm","Hmm","唔"
"English\Araki_GamblingTonight.eng.mtf","Vi får inte låtsas om att vi känner varandra","We have to act like we don't know each other","我们不能假装我们彼此认识"
"English\Araki_GamblingTonight.eng.mtf","Och ta inte med din modifierare, såklart","And don't bring your modifier, of course","当然，不要带上你的修饰符"
"English\Araki_GamblingTonight.eng.mtf","Nej, det ska jag inte","No, I won't","不我不会"
"English\Araki_GamblingTonight.eng.mtf","Just det","Right","正确的"
"English\Araki_GamblingTonight.eng.mtf","Ååå, jag önskar att jag kunde komma in där med en modifierare, hade varit så sweet","Maaan, I wish I could get in there with a modifier, would be sweet as hell","哇哦，我希望我能用修改器进入那里，那就太好了"
"English\Araki_GamblingTonight.eng.mtf","Ja...","Yes...","是的..."
"English\Araki_GamblingTonight.eng.mtf","Haha, OK","Haha, OK","哈哈，好的"
"English\Araki_GamblingTonight.eng.mtf","Äsch, jag kommer inte på något smart att säga till dig!","I can't think of anything clever to say to you!","哎呀，我想不出有什么聪明的话可以对你说！"
"English\Araki_GamblingTonight.eng.mtf","Heh","Heh","呵呵"
"English\Araki_GamblingTonight.eng.mtf","Lycka till där inne då","Well, good luck in there","那么祝你好运"
"English\Araki_GamblingTonight.eng.mtf","Schh...","Shh...","嘘..."
"English\Araki_GamblingTonight.eng.mtf","VA..?!","WHAT...?!","什么..？！"
"English\Araki_GamblingTonight.eng.mtf","Jeez!","Jeez!","天啊！"
"English\Araki_GamblingTonight.eng.mtf","Vi kan inte prata med varandra","We can't talk to each other","我们无法互相交谈"
"English\Araki_GamblingTonight.eng.mtf","Oj förlåt","Oh sorry","哦对不起"
"English\Araki_GamblingTonight.eng.mtf","Hej Araki!","Hi Araki!","嘿荒木！"
"English\Araki_GamblingTonight.eng.mtf","Vi ses imorgon på lodgen, OK?","See you tomorrow at the lodge, OK?","明天在旅馆见，好吗？"
"English\Araki_GamblingTonight.eng.mtf","Låtsas inte om att du känner mig nu","Now pretend like you don't know me","别假装你现在认识我"
"English\Araki_GamblingTonight.eng.mtf","OK","OK","好的"
"English\Araki_GamblingTonight.eng.mtf","Jepp","Yup","是的"
"English\Araki_GamblingTonight.eng.mtf","Jaha... ska försöka","Well... I'll try","是的...会尝试"
"English\Araki_GamblingTonight.eng.mtf","Bra","Good","好的"
"English\Araki_HackerTrial1.eng.mtf","Så du jobbar här..?","So you work here...?","所以你在这里工作..？"
"English\Araki_HackerTrial1.eng.mtf","Mhm","Uh-huh","唔"
"English\Araki_HackerTrial1.eng.mtf","Jag ska börja jobba här snart","I'm gonna start work here soon","我很快就会开始在这里工作"
"English\Araki_HackerTrial1.eng.mtf","Ja?","Yes?","是的？"
"English\Araki_HackerTrial1.eng.mtf","Välkommen","Welcome","欢迎"
"English\Araki_HackerTrial1.eng.mtf","Tack!","Thanks!","谢谢！"
"English\Araki_HackerTrial1.eng.mtf","Tack så mycket, det känns kul","Thank you very much, I look forward to it","非常感谢，感觉很好"
"English\Araki_HackerTrial1.eng.mtf","Skulle du kunna hjälpa mig lite, jag har problem med intagningsprovet..?","Could you help me out a little, I'm having some trouble with the trial...?","你能帮我一点吗，我在入学考试中遇到了问题..？"
"English\Araki_HackerTrial1.eng.mtf","Nej","No","不"
"English\Araki_HackerTrial1.eng.mtf","Vi ses!","See you!","再见！"
"English\Araki_YouAreMemberNow.eng.mtf","Hur går det med programmerandet?","How's the programming going?","编程进展如何？"
"English\Araki_YouAreMemberNow.eng.mtf","Det går bra","It's going well","没关系"
"English\Araki_YouAreMemberNow.eng.mtf","Många svåra buggar idag","Many nasty bugs today","今天有很多严重的错误"
"English\Araki_YouAreMemberNow.eng.mtf","Någon jävel som skrivit ett system helt utan funktioner","Some fucker wrote a whole system without any functions","某个混蛋写了一个完全没有功能的系统"
"English\Araki_YouAreMemberNow.eng.mtf","Ren spaghettikod, fattar inte hur vissa personer kan kalla sig programmerare","Pure spaghetti code, I don't understand how these people can call themselves programmers","纯粹的意大利面条代码，不明白为什么有些人可以称自己为程序员"
"English\Araki_YouAreMemberNow.eng.mtf","Nej, det är hemskt","That sounds horrible","不，这太可怕了"
"English\Araki_YouAreMemberNow.eng.mtf","Oj då... låter jobbigt!","Wow... sounds tough!","哦，好吧……听起来很难！"
"English\Araki_YouAreMemberNow.eng.mtf","Spaghetti?","Spaghetti?","意大利细面条？"
"English\Araki_YouAreMemberNow.eng.mtf","Har du några tips till mig nu när jag ska jobba här?","Do you have any advice for me, now that I'm gonna be working here?","既然我要在这里工作，你有什么建议给我吗？"
"English\Araki_YouAreMemberNow.eng.mtf","Öva","Practice","实践"
"English\Araki_YouAreMemberNow.eng.mtf","Du måste träna dig om du ska klara svåra situationer ute i fält","You have to practice a lot if you're gonna cope with tricky situations out in the field","如果您要应对野外的困难情况，您必须训练自己"
